"Species";"NFC";"Legume";"Order";"Family";"Data_fixing";"Source";"Source2";"Data_corrected";"Species_corrected";"Analysed_Werner_etal."
"Vicia rigidula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vicia sepium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vicia serratifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vicia sicula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vicia sylvatica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vicia tenuifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vicia tetrasperma";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vicia unijuga";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vicia venosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna aconitifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna angularis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna angustifoliolata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna candida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna capensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna caracalla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna coerulea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna comosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna dalzelliana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna davyi";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna decipiens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna desmodioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna frutescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna gazensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna glabrescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna hispida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna hosei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna juncea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna khandalensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna lanceolata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna linearis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna longifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna luteola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna macrorrhyncha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna marina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna minima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna monophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna multinervis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna mungo";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna nakashimae";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna nervosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna nuda";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna oblongifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna owahuensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna parkeri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna peduncularis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna pilosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna pygmaea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna radiata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna sandwicensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna stenoloba";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna stenophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna subterranea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna trilobata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Vigna triphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna umbellata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Vigna wilmsii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Viminaria juncea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Virgilia oroboides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Virgilia divaricata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Wiborgia armata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wiborgia mucronata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wiborgia incurvata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wiborgia monoptera";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wiborgia obcordata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wiborgiella humilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wisteria brachybotrys";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Wisteria villosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Wisteria floribunda";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Wisteria frutescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Wisteria sinensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Wisteria venusta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Xiphotheca elliptica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Xiphotheca reflexa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Zornia brasiliensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia capensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia curvata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia diphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia gibbosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia glabra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia guanipensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia herbacea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia linearis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia milneana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia pratensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Zornia reticulata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Ceratonia siliqua";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2009";"Table6.2";"No_correction";"No_correction";"Analysed"
"Tylosema esculentum";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2009";"Table6.2";"No_correction";"No_correction";"Analysed"
"Tamarindus indica";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2009";"Table6.2";"No_correction";"No_correction";"Analysed"
"Cordeauxia edulis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2009";"Table6.2";"No_correction";"No_correction";"Not_analysed"
"Medica orbiculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Chapter4";"No_correction";"No_correction";"Not_analysed"
"Acacia ataxacantha";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Not_analysed"
"Acacia bonariensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Analysed"
"Acacia eriocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Analysed"
"Acacia greggii";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Analysed"
"Acacia macrostachya";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Analysed"
"Acacia paniculata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Not_analysed"
"Acacia pentagona";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Not_analysed"
"Acacia pteridifolia";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Not_analysed"
"Acacia sakalava";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Not_analysed"
"Acacia schweinfurthii";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Analysed"
"Acacia velutina";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.3";"No_correction";"No_correction";"Not_analysed"
"Parkia decussata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.4";"No_correction";"No_correction";"Not_analysed"
"Parkia javanica";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.4";"No_correction";"No_correction";"Not_analysed"
"Parkia platycephala";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.4";"No_correction";"No_correction";"Not_analysed"
"Parkia timoriana";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.4";"No_correction";"No_correction";"Analysed"
"Parkia ulei";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Sprent2001";"Table5.4";"No_correction";"No_correction";"Analysed"
"Cynometra retusa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Lonchocarpus guatemalensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Pterocarpus rohrii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Analysed"
"Tachigali versicolor";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Analysed"
"Lupinus kunthii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Astragalus geminiflorus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Psoralea bituminosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Lotus pentaphyllus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Lotus hirsutus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Bauhinia variegata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"Data_corrected";"No_correction";"Analysed"
"Cassia fistula";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"Data_corrected";"No_correction";"Analysed"
"Pongamia pinnata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Bauhinia racemosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Cassia grandis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"Data_corrected";"No_correction";"Analysed"
"Dialium schlechteri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Erythrophleum lasianthum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Umtiza listeriana";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"Data_corrected";"No_correction";"Analysed"
"Bauhinia megalandra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Astragalus tibetanus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia mimula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Bauhinia cunninghamii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Lonchocarpus pubescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"Data_corrected";"No_correction";"Not_analysed"
"Phyllota remota";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Anthonotha graciliflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"Species_name_corrected";"Not_analysed"
"Millettia dura";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Analysed"
"Gompholobium latifolium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Pultenaea flexilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"Data_corrected";"No_correction";"Analysed"
"Gompholobium grandiflorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia havilandiorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia wilhelmiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Bossiaea walkeri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Julbernardia globiflora";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Machaerium obovatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Cassia rubriflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Dicorynia paraensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Elizabetha speciosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Eperua glabriflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Inga cordatoalata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Inga panurensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Ormosia grossa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Parkia igneiflora";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Not_analysed"
"Peltogyne excelsa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Sclerolobium melanocarpum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Swartzia cuspidata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Swartzia longistipitata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Swartzia recurva";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Swartzia reticulata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Swartzia tomentifera";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Tachigali venusta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Vatairea paraensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Andira unifoliolata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Hymenolobium sericeum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Inga obidensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Swartzia brachyrachis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Swartzia ingifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Copaifera multijuga";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Machaerium arenarium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista xinguensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Tachigali alba";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Pterogyne nitens";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Bauhinia petersiana";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Copaifera baumiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Guibourtia coleosperma";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Schizolobium parahyba";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Copaifera langsdorffii";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Acosmium elegans";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Sclerolobium eriopetalum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Senna spectabilis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Acacia rugata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Bauhinia pottsii";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Andira humilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Dalbergia oliveri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Dalbergia subcymosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Cenostigma tocantinum";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Heterostemon ellipticus";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Derris floribunda";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Brachystegia longifolia";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Dialium englerianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Peltophorum inerme";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Senna surattensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Acacia coriacea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Bauhinia pulchella";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Bauhinia rufa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Calliandra dysantha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Centrosema bracteosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista planaltoana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
